"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casualaverage","temp_average","atemp_average","tomrw_atemp","tomrw_temp","tomrw_weather","tomrw_windspeed","tomrw_hum","predict_day","predict_workday","predict_holiday","casual_diff","casual","registered","cnt","lag_cnt","lag_casual"
"255",255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,709.285714285714,0.625823,0.573293857142857,0.603554,0.650833,1,0.141804,0.7125,1,1,0,-546,690,4023,4713,4785,647
"256",256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,780.285714285714,0.641656285714286,0.585915857142857,0.6269,0.673333,1,0.1673,0.697083,1,1,0,497,701,4062,4763,3659,428
"257",257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,855.857142857143,0.652251428571429,0.597726,0.553671,0.5775,2,0.271146,0.709167,1,1,0,529,647,4138,4785,4760,742
"258",258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,895.142857142857,0.644192428571429,0.597484571428571,0.461475,0.469167,2,0.164183,0.590417,0,0,0,275,428,3231,3659,4511,1434
"259",259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,941.571428571429,0.618359142857143,0.580703,0.478512,0.491667,2,0.189675,0.718333,0,0,0,325,742,4018,4760,4274,1353
"260",260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,896.428571428571,0.594311571428572,0.562210142857143,0.490537,0.5075,1,0.178483,0.695,1,1,0,-316,1434,3077,4511,4539,691
"261",261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,856.428571428571,0.573478285714286,0.545254142857143,0.529675,0.549167,2,0.151742,0.69,1,1,0,-280,1353,2921,4274,3641,438
"262",262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,856.571428571429,0.559881,0.534903428571428,0.532217,0.561667,2,0.134954,0.88125,1,1,0,1,691,3848,4539,4352,539
"263",263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,819,0.547143,0.524712428571428,0.550533,0.595,2,0.0964042,0.9,1,1,0,-263,438,3203,3641,4795,555
"264",264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,803.571428571429,0.535952571428572,0.513802857142857,0.554963,0.628333,2,0.128125,0.902083,1,1,0,-108,539,3813,4352,2395,258
"265",265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,821.714285714286,0.543214428571429,0.513987428571428,0.522125,0.609167,2,0.0783667,0.9725,0,0,0,127,555,4240,4795,5423,1776
"266",266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,752.571428571429,0.563214428571429,0.522651714285714,0.564412,0.606667,2,0.0783833,0.8625,0,0,0,-484,258,2137,2395,5010,1544
"267",267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,801.428571428571,0.579643,0.534923142857143,0.572637,0.634167,2,0.0503792,0.845,1,1,0,342,1776,3647,5423,4630,684
"268",268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,828.714285714286,0.597738285714286,0.546651714285714,0.589042,0.649167,2,0.1107,0.848333,1,1,0,191,1544,3466,5010,4120,477
"269",269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,827.714285714286,0.612024,0.555132714285714,0.574525,0.636667,2,0.118171,0.885417,1,1,0,-7,684,3946,4630,3907,480
"270",270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,833.285714285714,0.622738285714286,0.561176714285714,0.575158,0.635,2,0.148629,0.84875,1,1,0,39,477,3643,4120,4839,653
"271",271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,824.857142857143,0.628452571428572,0.564694571428571,0.574512,0.616667,1,0.172883,0.699167,1,1,0,-59,480,3427,3907,5202,830
"272",272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,838.857142857143,0.626786,0.567487285714286,0.544829,0.564167,1,0.206475,0.6475,0,0,0,98,653,4186,4839,2429,480
"273",273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,920.571428571429,0.620357428571429,0.570730714285714,0.412863,0.41,2,0.292296,0.75375,0,0,0,572,830,4372,5202,2918,616
"274",274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,735.428571428571,0.592262142857143,0.549080857142857,0.345317,0.356667,2,0.222013,0.791667,1,1,0,-1296,480,1949,2429,3570,330
"275",275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,602.857142857143,0.552619285714286,0.516606571428571,0.392046,0.384167,2,0.0833458,0.760833,1,1,0,-928,616,2302,2918,4456,486
"276",276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,552.285714285714,0.514762142857143,0.488464285714285,0.472858,0.484167,1,0.205854,0.71,1,1,0,-354,330,3240,3570,4826,559
"277",277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,553.571428571429,0.492976428571429,0.473940428571428,0.527138,0.538333,1,0.17725,0.647917,1,1,0,9,486,3970,4456,4765,639
"278",278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,564.857142857143,0.479166857142857,0.467080428571428,0.480425,0.494167,1,0.134954,0.620833,1,1,0,79,559,4267,4826,4985,949
"279",279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,562.857142857143,0.461666857142857,0.453639428571428,0.504404,0.510833,1,0.0223917,0.684167,0,0,0,-14,639,4126,4765,5409,2235
"280",280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,579.857142857143,0.454047714285714,0.447864428571428,0.513242,0.521667,1,0.0454042,0.70125,0,0,0,119,949,4036,4985,5511,2397
"281",281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,830.571428571429,0.470000142857143,0.462204285714285,0.523983,0.540833,1,0.06345,0.7275,1,0,1,1755,2235,3174,5409,5117,1514
"282",282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,1085,0.496309571428572,0.487728,0.542925,0.570833,1,0.0423042,0.73375,1,1,0,1781,2397,3114,5511,4563,667
"283",283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1254.14285714286,0.522976142857143,0.509282142857143,0.546096,0.566667,2,0.143042,0.80875,1,1,0,1184,1514,3603,5117,2416,217
"284",284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,1280,0.534761857142857,0.519744714285714,0.517717,0.543333,3,0.24815,0.90625,1,1,0,181,667,3896,4563,2913,290
"285",285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,1231.14285714286,0.535476142857143,0.518398857142857,0.551804,0.589167,2,0.141787,0.896667,1,1,0,-342,217,2199,2416,3644,529
"286",286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,1181.28571428571,0.549047571428572,0.528595857142857,0.529675,0.550833,2,0.223883,0.71625,0,0,0,-349,290,2623,2913,5217,1899
"287",287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,1121.28571428571,0.554761857142857,0.532206,0.498725,0.506667,1,0.258083,0.483333,0,0,0,-420,529,3115,3644,5041,1748
"288",288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1073.28571428571,0.552619,0.530132142857142,0.503154,0.511667,1,0.281717,0.486667,1,1,0,-336,1899,3318,5217,4570,713
"289",289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,980.571428571429,0.548452428571429,0.527156571428571,0.510725,0.534167,1,0.175379,0.579583,1,1,0,-649,1748,3293,5041,4748,637
"290",290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,866.142857142857,0.543214428571429,0.522556571428571,0.522721,0.5325,2,0.110087,0.701667,1,1,0,-801,713,3857,4570,2424,254
"291",291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,861.857142857143,0.538333428571429,0.519217285714286,0.513848,0.541739,3,0.243339,0.895217,1,1,0,-30,637,4111,4748,4195,471
"292",292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,867.142857142857,0.538105714285715,0.518664571428571,0.466525,0.475833,1,0.422275,0.63625,1,1,0,37,254,2170,2424,4304,676
"293",293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,893,0.521915142857143,0.506481857142857,0.423596,0.4275,1,0.221396,0.574167,0,0,0,181,471,3724,4195,4308,1499
"294",294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,914,0.504296142857143,0.491327714285714,0.425492,0.4225,1,0.0926667,0.629167,0,0,0,147,676,3628,4304,4381,1619
"295",295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,856.857142857143,0.492272285714286,0.480865857142857,0.422333,0.421667,1,0.0995125,0.74125,1,1,0,-400,1499,2809,4308,4187,699
"296",296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,838.428571428571,0.479415142857143,0.46932,0.457067,0.463333,1,0.118792,0.772083,1,1,0,-129,1619,2762,4381,4687,695
"297",297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,836.428571428571,0.469296,0.461654571428571,0.463375,0.471667,1,0.166658,0.622917,1,1,0,-14,699,3488,4187,3894,404
"298",298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,844.714285714286,0.460605571428572,0.453176571428571,0.472846,0.484167,2,0.148642,0.720417,1,1,0,58,695,3992,4687,2659,240
"299",299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,866.142857142857,0.452381,0.447319142857143,0.457046,0.47,2,0.197763,0.812917,1,1,0,150,404,3490,3894,3747,456
"300",300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,833.142857142857,0.451547714285715,0.445965,0.318812,0.330833,2,0.229479,0.585833,0,0,0,-231,240,2419,2659,627,57
"301",301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,801.714285714286,0.437738142857143,0.430995857142857,0.227913,0.254167,3,0.351371,0.8825,0,0,0,-220,456,3291,3747,3331,885
"302",302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,595.714285714286,0.413690571428572,0.402770285714286,0.321329,0.319167,1,0.176617,0.62375,1,1,0,-1442,57,570,627,3669,362
"303",303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,490.857142857143,0.399047714285715,0.388341142857143,0.356063,0.34,1,0.10635,0.703333,1,1,0,-734,885,2446,3331,4068,410
"304",304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,442.714285714286,0.381428714285715,0.373912,0.397088,0.400833,1,0.135571,0.68375,1,1,0,-337,362,3307,3669,4186,370
"305",305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,402,0.371309571428572,0.364442428571429,0.390133,0.3775,1,0.0820917,0.71875,1,1,0,-285,410,3658,4068,3974,318
"306",306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,397.142857142857,0.356071428571429,0.352626285714286,0.405921,0.408333,1,0.136817,0.702083,1,1,0,-34,370,3816,4186,4046,470
"307",307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,408.285714285714,0.347261857142858,0.345322714285714,0.403392,0.403333,2,0.271779,0.6225,0,0,0,78,318,3656,3974,3926,1156
"308",308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,410.285714285714,0.357619,0.357405571428571,0.323854,0.326667,1,0.189062,0.519167,0,0,0,14,470,3576,4046,3649,952
"309",309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,567.285714285714,0.367976142857143,0.371111428571429,0.362358,0.348333,1,0.0920542,0.734583,1,1,0,1099,1156,2770,3926,4035,373
"310",310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,576.857142857143,0.372142714285715,0.376972714285714,0.400871,0.395,1,0.057225,0.75875,1,1,0,67,952,2697,3649,4205,376
"311",311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,578.428571428571,0.379999857142857,0.383373857142857,0.412246,0.408333,1,0.0690375,0.721667,1,1,0,11,373,3662,4035,4109,305
"312",312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,573.571428571429,0.381071285714286,0.385539285714286,0.409079,0.4,1,0.0621958,0.758333,1,1,0,-34,376,3829,4205,2933,190
"313",313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,564.285714285714,0.384285571428572,0.388245857142857,0.373721,0.38,2,0.189067,0.813333,1,0,1,-65,305,3804,4109,3368,440
"314",314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,546,0.380238,0.383645857142857,0.306817,0.324167,1,0.314675,0.44625,0,0,0,-128,190,2743,2933,4067,1275
"315",315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,541.714285714286,0.368928571428572,0.369849428571429,0.357942,0.356667,1,0.212062,0.552917,0,0,0,-30,440,2928,3368,3717,1004
"316",316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,558.714285714286,0.373214285714286,0.374719142857143,0.43055,0.440833,1,0.281721,0.458333,1,1,0,119,1275,2792,4067,4486,595
"317",317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,566.142857142857,0.386428571428572,0.384460857142857,0.524612,0.53,1,0.306596,0.587083,1,1,0,52,1004,2713,3717,4195,449
"318",318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,597.857142857143,0.405714285714286,0.402138142857143,0.507579,0.53,2,0.199633,0.68875,1,1,0,222,595,3891,4486,1817,145
"319",319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,608.285714285714,0.423095285714286,0.415757142857143,0.451988,0.456667,3,0.136829,0.93,1,1,0,73,449,3746,4195,3053,139
"320",320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,585.428571428571,0.431190571428572,0.421887,0.323221,0.341667,2,0.305362,0.575833,1,1,0,-160,145,1672,1817,3392,245
"321",321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,578.142857142857,0.425714428571429,0.414672714285714,0.272721,0.274167,1,0.168533,0.41,0,0,0,-51,139,2914,3053,3663,943
"322",322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,550.285714285714,0.418571571428572,0.409801857142857,0.324483,0.329167,1,0.224496,0.502083,0,0,0,-195,245,3147,3392,3520,787
"323",323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,502.857142857143,0.414643,0.405022,0.457058,0.463333,2,0.18595,0.684583,1,1,0,-332,943,2720,3663,2765,220
"324",324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,471.857142857143,0.417857285714286,0.408808857142857,0.445062,0.4475,3,0.138054,0.91,1,1,0,-217,787,2733,3520,1607,69
"325",325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,418.285714285714,0.406071571428572,0.397444571428571,0.421696,0.416667,3,0.118792,0.9625,1,1,0,-375,220,2545,2765,2566,112
"326",326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,364,0.389881142857143,0.385175571428571,0.430537,0.440833,2,0.335825,0.757917,1,0,1,-380,69,1538,1607,1495,560
"327",327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,359.285714285714,0.387619142857143,0.382111142857143,0.372471,0.373333,1,0.167304,0.549167,1,1,0,-33,112,2454,2566,2792,1095
"328",328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,419.428571428571,0.392142857142857,0.389146857142857,0.380671,0.375,1,0.0988958,0.64375,0,0,0,421,560,935,1495,3068,1249
"329",329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,540.857142857143,0.406547571428572,0.404568285714286,0.385087,0.375833,1,0.0684208,0.681667,0,0,0,850,1095,1697,2792,3071,810
"330",330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,584.571428571429,0.413214142857143,0.413226,0.4558,0.459167,1,0.208954,0.698333,1,1,0,306,1249,1819,3068,3867,253
"331",331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,587.857142857143,0.412619,0.413046285714286,0.490122,0.503478,1,0.142122,0.743043,1,1,0,23,810,2261,3071,2914,96
"332",332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,592.571428571429,0.420615857142857,0.419483428571429,0.451375,0.458333,2,0.258092,0.830833,1,1,0,33,253,3614,3867,3613,188
"333",333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,596.428571428571,0.426568142857143,0.423723285714286,0.311221,0.325,1,0.271158,0.613333,1,1,0,27,96,2818,2914,3727,182
"334",334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,607.285714285714,0.410020571428572,0.406678142857143,0.305554,0.3125,1,0.220158,0.524583,1,1,0,76,188,3425,3613,3940,268
"335",335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,553.285714285714,0.401330142857143,0.397118571428571,0.331433,0.314167,1,0.100754,0.625833,0,0,0,-378,182,3545,3727,3614,706
"336",336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,435.142857142857,0.392639714285715,0.390084571428571,0.310604,0.299167,1,0.0957833,0.612917,0,0,0,-827,268,3672,3940,3485,634
"337",337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,357.571428571429,0.381687428571429,0.379444142857143,0.3491,0.330833,1,0.0839583,0.775833,1,1,0,-543,706,2908,3614,3811,233
"338",338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,332.428571428571,0.363354,0.364201285714286,0.393925,0.385833,2,0.0622083,0.827083,1,1,0,-176,634,2851,3485,2594,126
"339",339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,329.571428571429,0.346547571428572,0.350458857142857,0.4564,0.4625,3,0.232583,0.949583,1,1,0,-20,233,3578,3811,705,50
"340",340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,333.857142857143,0.347142857142858,0.351176714285714,0.400246,0.41,3,0.266175,0.970417,1,1,0,30,126,2468,2594,3322,150
"341",341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,314.142857142857,0.359285714285715,0.363894571428571,0.256938,0.265833,1,0.240058,0.58,1,1,0,-138,50,655,705,3620,261
"342",342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,309.571428571429,0.352619,0.356949428571428,0.317542,0.290833,1,0.0827167,0.695833,0,0,0,-32,150,3172,3322,3190,502
"343",343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,308.571428571429,0.349285571428572,0.354965,0.266412,0.275,1,0.233221,0.5075,0,0,0,-7,261,3359,3620,2743,377
"344",344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,279.428571428571,0.345833142857143,0.348651857142857,0.253154,0.220833,1,0.0665417,0.49,1,1,0,-204,502,2688,3190,3310,143
"345",345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,242.714285714286,0.330118857142858,0.334945285714286,0.270196,0.238333,1,0.06345,0.670833,1,1,0,-257,377,2366,2743,3523,155
"346",346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,229.857142857143,0.309047428571429,0.317269714285714,0.301138,0.2825,1,0.14055,0.59,1,1,0,-90,143,3167,3310,3740,178
"347",347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,234,0.283333142857143,0.295089428571428,0.338362,0.3175,2,0.0609583,0.66375,1,1,0,29,155,3368,3523,3709,181
"348",348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,252.285714285714,0.270118857142858,0.286248857142857,0.412237,0.4225,2,0.268042,0.634167,1,1,0,128,178,3562,3740,3577,178
"349",349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,256.714285714286,0.292499857142858,0.308434428571428,0.359825,0.375,2,0.260575,0.500417,0,0,0,31,181,3528,3709,2739,275
"350",350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,244.857142857143,0.304523714285715,0.314474857142857,0.249371,0.258333,2,0.243167,0.560833,0,0,0,-83,178,3399,3577,2431,220
"351",351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,212.428571428571,0.302142714285715,0.312040428571428,0.245579,0.238333,1,0.169779,0.58625,1,1,0,-227,275,2464,2739,3403,260
"352",352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,190,0.304642714285715,0.310958285714286,0.280933,0.276667,1,0.172896,0.6375,1,1,0,-157,220,2211,2431,3750,216
"353",353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,206.714285714286,0.310119,0.312492142857143,0.396454,0.385833,2,0.0615708,0.595417,1,1,0,117,260,3143,3403,2660,107
"354",354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,215.428571428571,0.324880857142858,0.326108714285714,0.428017,0.428333,2,0.2214,0.858333,1,1,0,61,216,3534,3750,3068,227
"355",355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,205.285714285714,0.340714142857143,0.338916571428571,0.426121,0.423333,2,0.047275,0.7575,1,1,0,-71,107,2553,2660,2209,163
"356",356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,211.857142857143,0.340833142857143,0.3409,0.377513,0.373333,1,0.274246,0.68625,0,0,0,46,227,2841,3068,1011,155
"357",357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,209.714285714286,0.340595,0.343426857142857,0.299242,0.3025,1,0.190304,0.5425,0,0,0,-15,163,2046,2209,754,303
"358",358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,192.571428571429,0.346904571428572,0.350551285714286,0.279961,0.274783,1,0.155091,0.681304,1,0,1,-120,155,856,1011,1317,430
"359",359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,204.428571428571,0.352111714285715,0.355463,0.315535,0.321739,1,0.239465,0.506957,1,1,0,83,303,451,754,1162,103
"360",360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,228.714285714286,0.358550571428572,0.360406142857143,0.327633,0.325,2,0.18845,0.7625,1,1,0,170,430,887,1317,2302,255
"361",361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,212.571428571429,0.349860142857143,0.350574571428571,0.279974,0.29913,1,0.293961,0.503913,1,1,0,-113,103,1059,1162,2423,254
"362",362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,233.714285714286,0.331402571428572,0.329425571428571,0.263892,0.248333,1,0.119412,0.574167,1,1,0,148,255,2047,2302,2999,491
"363",363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,237.571428571429,0.306402571428572,0.30625,0.318812,0.311667,1,0.134337,0.636667,0,0,0,27,254,2169,2423,2485,665
"364",364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,284.428571428571,0.297593142857143,0.297864142857143,0.414121,0.41,1,0.220154,0.615833,0,0,0,328,491,2508,2999,2294,686
"365",365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,357.285714285714,0.312950285714286,0.314275428571429,0.375621,0.37,1,0.192167,0.6925,1,0,1,510,665,1820,2485,1951,244
"366",366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,412,0.326552714285715,0.327941142857143,0.252304,0.273043,1,0.329665,0.381304,1,1,0,383,686,1608,2294,2236,89
"367",367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,385.428571428571,0.319596142857143,0.318908142857143,0.126275,0.15,1,0.365671,0.44125,1,1,0,-186,244,1707,1951,2368,95
"368",368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,383.428571428571,0.294596142857143,0.290142714285714,0.119337,0.1075,2,0.1847,0.414583,1,1,0,-14,89,2147,2236,3272,140
"369",369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,360.571428571429,0.267220428571429,0.267194571428571,0.278412,0.265833,1,0.129987,0.524167,1,1,0,-160,95,2273,2368,4098,307
"370",370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,344.285714285714,0.269720428571429,0.269268857142857,0.340267,0.334167,1,0.167908,0.542083,0,0,0,-114,140,3132,3272,4521,1070
"371",371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,318,0.272934714285715,0.272333857142857,0.390779,0.393333,1,0.174758,0.531667,0,0,0,-184,307,3791,4098,3425,599
"372",372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,375.857142857143,0.270553714285715,0.268999285714286,0.340258,0.3375,1,0.191542,0.465,1,1,0,405,1070,3451,4521,2376,106
"373",373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,363.428571428571,0.265910857142858,0.263947428571429,0.247479,0.224167,2,0.0989,0.701667,1,1,0,-87,599,2826,3425,3598,173
"374",374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,343.714285714286,0.258928571428572,0.263258142857143,0.318826,0.308696,1,0.187552,0.646522,1,1,0,-138,106,2270,2376,2177,92
"375",375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,355.714285714286,0.281599428571429,0.290765428571429,0.282821,0.274167,2,0.131221,0.8475,1,1,0,84,173,3425,3598,4097,269
"376",376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,355.285714285714,0.305409,0.314120285714286,0.381938,0.3825,2,0.180967,0.802917,1,1,0,-3,92,2085,2177,3214,174
"377",377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,373.714285714286,0.322075714285715,0.328909714285714,0.249362,0.274167,1,0.378108,0.5075,0,0,0,129,269,3828,4097,2493,333
"378",378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,354.714285714286,0.313504285714286,0.315923285714286,0.183087,0.18,1,0.187183,0.4575,0,0,0,-133,174,3040,3214,2311,284
